Channel Title,Channel Username,ID,Message,Date,Media Path
Sheger online-store,@Shageronlinestore,7360,"#አልቆል_ለተባላችሁ_በድጋሚ_አስገብተናል 
💥የመስታዎት ፓትራዎች ( glass bakewares) 🥧 🥮 

👉Rectagular shape

👉ገበታ ላይ መቅረብ የሚችሉ ውብ የመስታዎት ፓትራዎች 
   
👉ሶስት የተለያየ መጠን ያላቸው (3.1 ሊ ፣ 2.5 ሊ፣ 1.8ሊ ) ፓትራዎችን የያዘ

👉ለላዛኛ ፣ ፓስታ ፍርኖ፣ ኬክ  ተመራጭ

👉ውብና ማራኪ ገበታ ላይ  መቅረብ የሚችሉ 

👉ውፍራም ማንኛውንም ሙቀት የሚቋቋም

ዋጋ፦  💰 ሶስቱን በ 3800 ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-17 07:27:32+00:00,photos/@Shageronlinestore_7360.jpg
Sheger online-store,@Shageronlinestore,7359,"⚡️portable foldable mosquito net for kids

👌በቀላሉ ይዞ ለመንቀሳቀስ አመቺ
👌ልጆችዎን ከቢንቢ እና ከተለያዩ ነፍሳት የሚጠብቅ
👌size:-100cm*60cm

    
      ዋጋ:-1400ብር💲


🏢 አድራሻ  👉ቁ.1 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0971611819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-16 14:02:38+00:00,
Sheger online-store,@Shageronlinestore,7358,"👋3in1 delux multifunctional  bassinet

✨ከግራ ወደቀኝ እየተንቀሳቀሰ
ልጆችን እሹሩሩ እያለ የሚያጫውት የሚያስተኛ
✨የራሱ ሪሞት ያለው 
የራሱ ሙዚቃዎች ያሉት እንዲሁም
✨በብሉቱዝ እና በፍላሽ የምንፈልገውን ሙዚቃ ማጫዎት እንችላለን 
✨በሶኬት እና በባትሪ ድንጋይ የሚሰራ
✨ልጆች ከፍ ሲሉ እንደ ወንበር ያገለግላቸዋል

ዋጋ፦  💰🏷  14,000 ብር

♦️ውስን ፍሬ ነው ያለው

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore          ",2025-06-16 11:46:38+00:00,
Sheger online-store,@Shageronlinestore,7357,"👋3in1 delux multifunctional  bassinet

✨ከግራ ወደቀኝ እየተንቀሳቀሰ
ልጆችን እሹሩሩ እያለ የሚያጫውት የሚያስተኛ
✨የራሱ ሪሞት ያለው 
የራሱ ሙዚቃዎች ያሉት እንዲሁም
✨በብሉቱዝ እና በፍላሽ የምንፈልገውን ሙዚቃ ማጫዎት እንችላለን 
✨በሶኬት እና በባትሪ ድንጋይ የሚሰራ
✨ልጆች ከፍ ሲሉ እንደ ወንበር ያገለግላቸዋል

ዋጋ፦  💰🏷  14,000 ብር

♦️ውስን ፍሬ ነው ያለው

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore          ",2025-06-16 11:37:47+00:00,photos/@Shageronlinestore_7357.jpg
Sheger online-store,@Shageronlinestore,7356,,2025-06-16 11:37:47+00:00,photos/@Shageronlinestore_7356.jpg
Sheger online-store,@Shageronlinestore,7355,,2025-06-16 11:37:47+00:00,photos/@Shageronlinestore_7355.jpg
Sheger online-store,@Shageronlinestore,7354,,2025-06-16 11:37:47+00:00,photos/@Shageronlinestore_7354.jpg
Sheger online-store,@Shageronlinestore,7353,,2025-06-16 11:37:47+00:00,photos/@Shageronlinestore_7353.jpg
Sheger online-store,@Shageronlinestore,7352,,2025-06-16 11:37:47+00:00,photos/@Shageronlinestore_7352.jpg
Sheger online-store,@Shageronlinestore,7351,,2025-06-16 06:35:55+00:00,photos/@Shageronlinestore_7351.jpg
Sheger online-store,@Shageronlinestore,7350,,2025-06-16 06:35:55+00:00,photos/@Shageronlinestore_7350.jpg
Sheger online-store,@Shageronlinestore,7349,,2025-06-16 06:35:55+00:00,photos/@Shageronlinestore_7349.jpg
Sheger online-store,@Shageronlinestore,7348,"💥Electric Hot plate 

⚡️በኤሌክትሪክ የሚሰራ 
⚡️የራሱ ሙቀት መቆጣጠሪያ ያለው
⚡️1400 watt 
⚡️ለማንቀሳቀስ የራሱ መያዣ ያለው 
⚡️ከጀበና እስከ ትልቅ ድስቶች የሚመች


     ዋጋ፦ 💰✅4500ብር
                         

ውስን ፍሬ ነው የቀረው ❌

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore          ",2025-06-16 06:35:55+00:00,photos/@Shageronlinestore_7348.jpg
Sheger online-store,@Shageronlinestore,7347,,2025-06-14 10:19:20+00:00,photos/@Shageronlinestore_7347.jpg
Sheger online-store,@Shageronlinestore,7346,,2025-06-14 10:19:20+00:00,photos/@Shageronlinestore_7346.jpg
Sheger online-store,@Shageronlinestore,7345,,2025-06-14 10:19:20+00:00,photos/@Shageronlinestore_7345.jpg
Sheger online-store,@Shageronlinestore,7344,,2025-06-14 10:19:19+00:00,photos/@Shageronlinestore_7344.jpg
Sheger online-store,@Shageronlinestore,7343,"📣Portable Folding Stool

✔️ ተጣጣፊ ወንበር
✔️ እስከ 100kg ክብደት የሚሸከም
✔️ ከወፍራም ፕላስቲክ የተሰራ
✔️ ቤተ ዕምነት ውስጥ፣ ቤት ውስጥ ፣ ስራ ቦታ እና መዝናኛ ቦታ ይገለገሉበታል
✔️48cm ቁመት ሲኖረው 
✔️መቀመጫው 22cm×28cm ስፋት ያለው
✔️ ለመያዝና ለማስቀመጥ የሚመች ቅልጥፋ ያለ

    ዋጋ:-ትልቁ:-1700 ብር
           ትንሹ:-1500ብር

ውስን ፍሬ ነው ያለው

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore          ",2025-06-14 10:19:19+00:00,photos/@Shageronlinestore_7343.jpg
Sheger online-store,@Shageronlinestore,7342,"🌀🌀🛒 Multifunction  Juice Extractor: 

💥 🍎🍉🍒🍐🌽🍊ለአፕል ብርቱካን፣ ካሮት፣ አናናስ፣ ቲማቲም… የመሳሰሉትን እየጨመቀ ቆሻሻውን ፡ ለብቻ፡ እያጣራ፡ ውሃውን እየጨመቀ፡ ወደራሱ ጆክ የሚቀዳ፤ 
🧳 የፍራፍሬ፤


     ዋጋ፦ ✅  5,500 ብር

ውስን ፍሬ ነው የቀረው 🔥

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-14 06:32:45+00:00,
Sheger online-store,@Shageronlinestore,7341,,2025-06-14 06:32:45+00:00,photos/@Shageronlinestore_7341.jpg
Sheger online-store,@Shageronlinestore,7340,,2025-06-14 06:32:45+00:00,photos/@Shageronlinestore_7340.jpg
Sheger online-store,@Shageronlinestore,7339,"🌀🌀🛒 Multifunction  Juice Extractor: 

💥 🍎🍉🍒🍐🌽🍊ለአፕል ብርቱካን፣ ካሮት፣ አናናስ፣ ቲማቲም… የመሳሰሉትን እየጨመቀ ቆሻሻውን ፡ ለብቻ፡ እያጣራ፡ ውሃውን እየጨመቀ፡ ወደራሱ ጆክ የሚቀዳ፤ 
🧳 የፍራፍሬ፤


     ዋጋ፦ ✅  5,500 ብር

ውስን ፍሬ ነው የቀረው 🔥

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-14 06:32:45+00:00,photos/@Shageronlinestore_7339.jpg
Sheger online-store,@Shageronlinestore,7338,,2025-06-13 16:23:26+00:00,photos/@Shageronlinestore_7338.jpg
Sheger online-store,@Shageronlinestore,7337,,2025-06-13 16:23:26+00:00,photos/@Shageronlinestore_7337.jpg
Sheger online-store,@Shageronlinestore,7336,"💥1pc stainless steel loaf pan

👍ትልቁ

         ዋጋ:-ትልቁ:-1,000ብር✅

❌ውስን ፍሬ ነው ያለው

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819

    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-13 16:23:26+00:00,photos/@Shageronlinestore_7336.jpg
Sheger online-store,@Shageronlinestore,7335,,2025-06-13 11:27:57+00:00,photos/@Shageronlinestore_7335.jpg
Sheger online-store,@Shageronlinestore,7334,,2025-06-13 11:27:57+00:00,photos/@Shageronlinestore_7334.jpg
Sheger online-store,@Shageronlinestore,7333,,2025-06-13 11:27:57+00:00,photos/@Shageronlinestore_7333.jpg
Sheger online-store,@Shageronlinestore,7332,"💥Infantino Cuddle Up Ergonomic Baby Carrier

👉Carries children from 12-40lbs (5.4 - 18.1 kgs)
👉Comfortable, ergonomic seat for baby
👉2 ways to carry: Front and Backpack
👉Removable canopy hood with adorable teddy bear styling
👉Machine washable


    ዋጋ💵፦  💰3,200 ብር

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-13 11:27:57+00:00,photos/@Shageronlinestore_7332.jpg
Sheger online-store,@Shageronlinestore,7331,,2025-06-13 06:21:44+00:00,photos/@Shageronlinestore_7331.jpg
Sheger online-store,@Shageronlinestore,7330,,2025-06-13 06:21:44+00:00,photos/@Shageronlinestore_7330.jpg
Sheger online-store,@Shageronlinestore,7329,"💥Expanding Cookware Organiser

👉minimum size 30.5cm
👉Maximum size 56cm

         ዋጋ፦ 850 ብር

♦️ውስን ፍሬ ነው ያለው 🔥🔥🔥

🏢 አድራሻ  👉 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

    📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-13 06:21:44+00:00,photos/@Shageronlinestore_7329.jpg
Sheger online-store,@Shageronlinestore,7328,"💥Garlic press Chopper

🔰Kitchen ginger garlic press.Quick grinding.Saving you time.
🔰Manual extrusion and grinding.
🔰Stainless steel material.Food grade safety material.Durable and easy to clean.
🔰Curved plastic handle.Comfortable to use.

ዋጋ፦  💰🏷 350 ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

❌ዉስን ፍሬ ነው ያለን❌

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-12 16:28:32+00:00,
Sheger online-store,@Shageronlinestore,7327,,2025-06-12 10:24:36+00:00,photos/@Shageronlinestore_7327.jpg
Sheger online-store,@Shageronlinestore,7326,,2025-06-12 10:24:36+00:00,photos/@Shageronlinestore_7326.jpg
Sheger online-store,@Shageronlinestore,7325,,2025-06-12 10:24:36+00:00,photos/@Shageronlinestore_7325.jpg
Sheger online-store,@Shageronlinestore,7324,,2025-06-12 10:24:36+00:00,photos/@Shageronlinestore_7324.jpg
Sheger online-store,@Shageronlinestore,7323,"👠36 pairs over the door shoe rack👞👢👟

👉 በቀላሉ የሚገጣጠም የሚነቃቀል
👉ኑሮን የሚያቀል
👉ቦታ የማይዝ 
👉ለአጠቃቀም በጣም ቀላል
👉ባለ 12 መደርደሪያ 
👉36 ጫማ የሚይዝ በር ላይ ተንጠልጣይ


Size 50*20*183cm

         ዋጋ:-3,100 ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-06-12 10:24:36+00:00,photos/@Shageronlinestore_7323.jpg
Sheger online-store,@Shageronlinestore,7322,"👠36 pairs over the door shoe rack👞👢👟
👉 በቀላሉ የሚገጣጠም የሚነቃቀል
👉ኑሮን የሚያቀል
👉ቦታ የማይዝ 
👉ለአጠቃቀም በጣም ቀላል
👉ባለ 12 መደርደሪያ 
👉36 ጫማ የሚይዝ በር ላይ ተንጠልጣይ


Size 50*20*183cm

         ዋጋ:-3,100 ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
